Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Vendor	Vendor Item Number	Tax When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax When Sold	# Items/Sell Unit	Quantity Break 1	Quantity Break 2	Quantity Break 3	Quantity Break 4	Quantity Break 5	Price Level A, Qty Break 1	Price Level B, Qty Break 1	Price Level C, Qty Break 1	Price Level D, Qty Break 1	Price Level E, Qty Break 1	Price Level F, Qty Break 1	Price Level A, Qty Break 2	Price Level B, Qty Break 2	Price Level C, Qty Break 2	Price Level D, Qty Break 2	Price Level E, Qty Break 2	Price Level F, Qty Break 2	Price Level A, Qty Break 3	Price Level B, Qty Break 3	Price Level C, Qty Break 3	Price Level D, Qty Break 3	Price Level E, Qty Break 3	Price Level F, Qty Break 3	Price Level A, Qty Break 4	Price Level B, Qty Break 4	Price Level C, Qty Break 4	Price Level D, Qty Break 4	Price Level E, Qty Break 4	Price Level F, Qty Break 4	Price Level A, Qty Break 5	Price Level B, Qty Break 5	Price Level C, Qty Break 5	Price Level D, Qty Break 5	Price Level E, Qty Break 5	Price Level F, Qty Break 5	Inactive Item	Standard Cost	Default Ship/Sell Location	Default Recvd/Auto Location	Brand	Weight	Unit of Weight	Web Description	Sold in Web Store	Web Store Price	Item Record ID	Track Serial Number	Warranty Applies when Sold	Warranty Period	Unit of Warranty Period	Kit Item
(X) E Tape Paper .5 Black	(X) Paper Tape 1/2" Black	B	S			45199	55199	E Tape P-724 05 Black.jpg									Barbizon Lighting Company	PART12BK		Each	1	0		$3.75	Each	T	1	0	0	0	0	0	3.75	6.44	6.44	6.44	6.44	6.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	$3.32			P-724	0.25	Pound		N	3.75	3800	N	N	0	days	
\		B	S			89999	99999														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	186	N	N	0	days	
\ == ESTIMATED ==	User for ESTIMATED prices needing research	B	S			45399	55399														1	0		$0.00		T	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8322	N	N	0	days	
\ Damage (X)	Equipment Damages	B					53310		Equipment damaged durring rental period.	X							Deano's			EA/DY	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	$0.00				0	Pound		N	0.00	2366	N	N	0	days	
\ Discount	Discount per agreement		S			57060																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	2359	N	N	0	days	
\ EXPEND (X)	EXPENDABLES USED ON RENTAL	B	S			89999	99999										Deano's				1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	$0.00				0	Pound		N	0.00	188	N	N	0	days	
\ Freight	Freight for Item Deliveries	B	S			47005	57015														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	487	N	N	0	days	
\ LABOR	SERVICES PROVIDED ON		S			41105			SERVICES PROVIDED ON ABOVE PROJECT	X														$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y					0	Pound		N	0.00	185	N	N	0	days	
\ Parts	Parts Used		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y					0	Pound		N	0.00	459	N	N	0	days	
\ PARTS	Parts Used		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y					0	Pound		N	0.00	458	N	N	0	days	
\ Rentals	EQUIPMENT RENTALS	B	S			41105	61996										Deano's			EA/DY	1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	187	N	N	0	days	
\ Repair	EQUIPMENT REPAIRED																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	814	N	N	0	days	
\ Services	Services Provided on Above		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	1880	N	N	0	days	
\\ 3-Day Week	3-Day Week		S			41105			3-Day Week (Maximum 3 days billed for each 7 consecutive days in rental period). 	X														$0.00	Days		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6461	N	N	0	days	
\\ Accounting 1	RECAST FROM PURCHASE FOR SALE	B					55399										Arri Inc.			Each	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8047	N	N	0	days	
\\ Accounting 2	RECAST TO RENTAL ASSETS	B					16417										Arri Inc.			Each	1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8048	N	N	0	days	
\\ Camera	Camera Support		S			41105			===== Camera Support	X														$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6434	N	N	0	days	
\\ Carts & Carriers	===== Carts & Carriers		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	7194	N	N	0	days	
\\ Craft	===== Craft, Location		S			41105			===== Craft Svcs, Location, Accommodations	X														$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6464	N	N	0	days	
\\ Credit Card Fee Notice	===== 3% Convenience Fee		S			47020			===== Effective December 1, 2013, Lowing Light & Grip will assess a 3% Convenience Fee on all Credit Card payments.  You may deduct this fee from your total balance due if paying by check or by cash.  Ask any of us about questions you may have.	X														$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	7128	N	N	0	days	
\\ Disclaimer Transpo	===== Vehicle Disclaimer		S			41105			 - Miles Enforced For Projects Outside 25 Mile Radius of Warehouse  - AUTHORIZED LEGAL DRIVER ONLY  - Name: _______________________________________  - D/L Copy On File: ________ ?  - - - - -	X														$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6638	N	N	0	days	
\\ Dolly	===== Dolly & Track		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6449	N	N	0	days	
\\ Effects	===== Effects		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6445	N	N	0	days	
\\ Electrics	Electrics Equipment		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6862	N	N	0	days	
\\ Expendables	===== Expendables		S			45199																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6426	N	N	0	days	
\\ Freight 1 FedEx	Freight Info Line 1 FedEx Gr	B	S			45199	55199		Ship by FedEx Ground	X											1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	6681	N	N	0	days	
\\ Freight 1 UPS	Freight Info Line 1 UPS	B	S			41315	61993		Ship by UPS Ground	X											1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	7099	N	N	0	days	
\\ Freight 2 FedEx	Freight Info Line 2	B	S			45199	55199		On Account 1406-7157-6	X											1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	6682	N	N	0	days	
\\ Freight 2 UPS	Freight Info Line 2 UPS	B	S			45199	55199		On Account 479T6T	X											1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	7100	N	N	0	days	
\\ Freight 3	Freight Info Line 3	B	S			45199	55199		Send Notifications to steve@lowinglight.com	X											1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	6683	N	N	0	days	
\\ FX Admin	Administration Fee		S			47020																		$1.00			1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11167	N	N	0	days	
\\ FX AV	Audio Visual		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11163	N	N	0	days	
\\ FX Camera	Camera Support		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11162	N	N	0	days	
\\ FX Carts	Carts		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11161	N	N	0	days	
\\ FX Cases	Cases & Crates		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11160	N	N	0	days	
\\ FX Discount	Early Payment Discount		S			57055																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	11168	N	N	0	days	
\\ FX Flags	Flags, Scrims, and Diffusion		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11157	N	N	0	days	
\\ FX FX	Effects / FX		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11164	N	N	0	days	
\\ FX Lighting	Lighting		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11153	N	N	0	days	
\\ FX Overheads	Overheads & Frames		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11159	N	N	0	days	
\\ FX Power	Power		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11154	N	N	0	days	
\\ FX Production	Production Supply		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11166	N	N	0	days	
\\ FX Reflectors	Reflectors & Boards		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11158	N	N	0	days	
\\ FX Rigging	Rigging & Grip		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11156	N	N	0	days	
\\ FX Stands	Stands		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11155	N	N	0	days	
\\ FX Studio Accommodations	Studio Accommodations and Offices		S			42105																		$0.00		T	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	11214	N	N	0	days	
\\ FX Studio Base	Lowing Studios As Described On Detailed Invoice		S			42105																		$0.00		T	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	11212	N	N	0	days	
\\ FX Studio Grip & Lighting	Studio Grip & Lighting Package As Detailed		S			42105																		$0.00		T	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	11223	N	N	0	days	
\\ FX Studio Painter	Studio Painting Labor	B	S			42305	52305														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	11215	N	N	0	days	
\\ FX Studio Power	Studio Daily Power Allowance		S			42210																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	11213	N	N	0	days	
\\ FX Tools	Tools		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11165	N	N	0	days	
\\ FX Vehicles	Vehicles & Truck Packages		S			41105																		$1.00		T	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	1.00	11152	N	N	0	days	
\\ Grip	===== Grip		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6423	N	N	0	days	
\\ Header 1	Project ID - XXXXXXXXXXXXXXX	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8172	N	N	0	days	
\\ Header 2	Rental Out: MM/DD/2016 AM	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8173	N	N	0	days	
\\ Header 3	Rental Return: MM/DD/2016 PM	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8174	N	N	0	days	
\\ Header 4	Requested By - Name / Phone	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8175	N	N	0	days	
\\ Header 5	Unit Manager - Name / Phone	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8176	N	N	0	days	
\\ Header 6	Photography - Name / Phone	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8177	N	N	0	days	
\\ Header 7	Gaffer - Name / Phone	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8178	N	N	0	days	
\\ Header 8	Key Grip - Name / Phone	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8179	N	N	0	days	
\\ Header 9	Insurance Cert. on File YES/NO	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8180	N	N	0	days	
\\ Labor	===== Labor		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6452	N	N	0	days	
\\ Lighting	===== Lighting		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6422	N	N	0	days	
\\ Lighting Bulb Counts	Spares and Loose Bulbs		S			41105			----- Spare Bulbs Included: _____ / _____ / _____ / _____ / _____  ----- Kino Flo Bulbs Included:  - 2-foot 3200K _____ / 5500K _____  - 4-foot 3200K _____ / 5500K _____	X														$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	7020	N	N	0	days	
\\ Location	Location -		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6515	N	N	0	days	
\\ Location Call	First Call -		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6516	N	N	0	days	
\\ Location Wrap	Wrap -		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6517	N	N	0	days	
\\ Loss & Damage	Equipment Loss and Damage		S			43310			===== Equipment Loss & Damage	X														$0.00		T	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	815	N	N	0	days	
\\ Notes	NOTES:	B	S			41105	61105														1	0		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$0.00				0	Pound		N	0.00	8181	N	N	0	days	
\\ Package	===== Packages & Kits		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6444	N	N	0	days	
\\ Power	===== Power & Distro		S			41105			===== Power & Distro  - IMPROPERLY COILED CABLES WILL INCUR A L&D FEE	X														$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6424	N	N	0	days	
\\ PROPS	==== Props		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	7749	N	N	0	days	
\\ Repair Date In	Date In -		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6901	N	N	0	days	
\\ Repair Diagnosis	Diagnosis -		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6897	N	N	0	days	
\\ Repair Item	Repair Item -		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6896	N	N	0	days	
\\ Repair Made	Repairs Made -		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6898	N	N	0	days	
\\ Repair Needed By	Needed By -		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6902	N	N	0	days	
\\ Repair Problem	Reported Problem -		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6903	N	N	0	days	
\\ Repair Tech	Repair Tech -		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6899	N	N	0	days	
\\ Repair Ticket	Repair Ticket Number - F		S			43305																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6900	N	N	0	days	
\\ Shop Open	Shop Open Fee		S			41315			Shop hours are 8:30 AM to 5:30 PM, Monday to Friday.  Pick-ups and drop-offs outside these hours incur a Shop Open Fee.  Call 616-530-7440 any  time to schedule appointments off-hours.	X														$60.00	Hours		1	0	0	0	0	0	60	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	60.00	5947	N	N	0	days	
\\ Soft	===== Soft Goods		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6425	N	N	0	days	
\\ Sound	===== Sound, Comms & A/V		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6446	N	N	0	days	
\\ Strobe	===== Strobe Lighting		S			41105																		$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6447	N	N	0	days	
\\ Transpo	===== Transpo and Vehicles		S			41105			===== Transportation and Vehicles	X														$0.00			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6467	N	N	0	days	
\\ Use Tax Waived	Use Tax Waived Note		S			41105			Use Tax on Rental Items Waived When Combined With Lowing Light & Grip Personnel	X														$0.00	Each	T	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N					0	Pound		N	0.00	6989	N	N	0	days	
`	Chimera Screen VP/Sm Diff Qrtr	B	S			45230	55230		Chimera 4124 - Screen - Quarter Front Diffusion - Video Pro Plus / Small (24"""" x 32"""")	X				845077041248		Last Update: 2017-04-28	Chimera Photographic Lighting	4124		Each	1	0		$42.00	Each	T	1	0	0	0	0	0	42	33	42	42	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$33.60			Chimera	1	Pound		N	42.00	2510	N	N	0	days	
2G379-7 (X)	Leveling Mount	B					55399														1	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	$0.00				0	Pound		N	0.00	2791	N	N	0	days	
302-0000-5614 (X)	Barrelocs	B					53199										Bulbtronics, Entertainment Division			EA	1	1						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	$0.00				0	Pound		N	0.00	3564	N	N	0	days	
A421-000 (X)	25# weight bags	B	S			43105	53199										Barbizon Lighting Company				1	1		$10.42	Each	T	1	0	0	0	0	0	10.42	10.42	10.42	10.42	10.42	10.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	$0.00				0	Pound		N	10.42	3142	N	N	0	days	
A476-713 (X)	Head Cable Assy AL2K	B	S			45399	55399										Arri Inc.			Each	1	0		$200.00	Each	T	1	0	0	0	0	0	200	200	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	$0.00				0	Pound		N	200.00	2641	N	N	0	days	
